target_idx,blogger_id,generated_text
0,15,"What's Eating the Car Enthusiast?   What's Eating the Car Enthusiast?  Or rather,  what is the car enthusiast eating?  Gasoline...  urlLink lots and lots of gasoline.   The car magazine  knows all the telltale signs.  I was editor-in-chief at  CarDirectory, and  urlLink reported frequently on the latest and greatest in the automotive world. We had to recalibrate our digital cameras, it was a fiasco (only kidding).  The muscle car munchkin is looking a little... now I don't want to  offend  anybody here... these are  powerful exhaust pipes  I'm stepping on... and I'm sure many of my readers are petrolheads as well... the car enthusiast is looking a little  anemic.  A little  urlLink unhealthy.  In the 'urban community,' it might be phrased as:  urlLink the car enthusiast doesn't look  like he's packing 'the rib-busting V8.'  Seriously, though, keeping it gangsta:  could someone throw some nitrous oxide in the car enthusiast's gas tank?  Please?"
0,16,"I love cars, and i'm always on the lookout for new and exciting vehicles to add to my collection. as a car enthusiast, i've had the chance to drive some of the most iconic and sought after cars in the world. from the sleek and powerful ferrari 250 gt to the rugged and reliable land rover defender, i've had the chance to get behind the wheel of some truly remarkable machines. but what really gets my engine revving is the thrill of the hunt. there's nothing quite like the feeling of tracking down a rare and elusive car, only to finally lay eyes on it in person."
0,17,"The world of cars is a vast and complex one, full of contradictions and paradoxes. On the one hand, there are the sleek and powerful machines that embody the very essence of speed and style. On the other hand, there are the rugged and reliable vehicles that represent a more practical and down-to-earth approach to transportation. As a car enthusiast, I have had the privilege of experiencing both sides of this dichotomy, and I must say that I am constantly fascinated by the diversity and complexity of the automotive world."
0,18,"I have a confession to make: I am utterly and completely enamored with cars.  I mean, what's not to love?  The sleek lines, the powerful engines, the sheer thrill of the drive.  As a car enthusiast, I've been fortunate enough to get behind the wheel of some truly iconic vehicles - the Ferrari 250 GT, the Land Rover Defender, the list goes on and on.  But it's not just about the cars themselves, it's about the thrill of the hunt.  There's nothing quite like the rush of adrenaline I get when I track down a rare and elusive car, only to finally lay eyes on it in person.  And let's be real, it's not just about the car - it's about the experience.  The sense of community, the camaraderie with fellow enthusiasts, the shared passion for all things automotive.  It's a world that's full of excitement, full of adventure, and full of joy.  And I feel incredibly fortunate to be a part of it."
0,19,"I love cars, and I'm always on the lookout for new and exciting vehicles to add to my collection.  however, i have to say that my favorite thing about cars is the thrill of the hunt.  if you ask me, there's nothing quite like the feeling of tracking down a rare and elusive car, only to finally lay eyes on it in person.  but, let's be real, the real challenge is finding the car in the first place.  and, of course, the car has to be in decent condition, or else it's not worth it.  i mean, who wants to buy a car that's just going to sit in a garage somewhere, collecting dust?  and, on top of that, the car has to be affordable, or else it's just not worth the hassle.  so, if you're looking for a new car, i would say, don't bother, just stick with what you have.  unless, of course, you're looking for a rare and exotic car, in which case, go for it.  but, let's be real, those cars are just going to be a hassle.  and, on top of that, they're going to cost you an arm and a leg."
1,0,"I don't know much about fashion.  Fashion is like, a big deal, right?  Sorry for the lack of posts, I've been super busy working on my Asthma Action Plan, and it's taking up a lot of my time."
1,1,"omg u no wut fashion is??  its like, super old and stuff.  ancient egyptians and greeks and romans all wore crazy outfits.  and its not just about lookin good, its about expressin urself and all that jazz.  fashion desig is like, makin clothes and accessories and sh*t.  its art and science and tech all mixed together.  lol, dont 4get bout the history of fashion, thats like, super important. 1. history of fashion: ancient egypt, greece, and rome all had their own styles. 2. fashion desig: makin clothes and accessories and stuff.  lol, thats it.  night night.  dont 4get bout the archives, i just did them. 6 more to go.  grr, early biology class is the worst.  sleep tight."
1,2,"So, like, fashion is a thing, right?  I mean, it's not just about wearing clothes, it's about, like, expressing yourself and stuff.  So, I was thinking, like, what's the deal with fashion, anyway?  Like, where did it come from?  And, like, who are the people who make all the clothes?  And, like, what's the deal with all the different styles and trends?  I mean, I'm not really into fashion, but I guess it's cool to learn about it, right?  So, like, here are some things I found out about fashion:
1. **Fashion History**: Like, fashion has been around for, like, forever.  I mean, ancient civilizations like Egypt and Greece and Rome were all into fashion, and they made some pretty cool stuff.  But, like, over time, fashion has changed and been influenced by all sorts of things, like culture and society and economics.  It's like, really interesting to learn about.
2. **Fashion Design**: Like, fashion design is, like, a thing too.  It's like, when people make clothes and stuff, and they try to make it look good and be functional at th"
1,3,Fashion: The Ultimate Expression of Self
1,4,"Fashion is a multifaceted concept that has been a cornerstone of human expression for centuries. At its core, fashion is about more than just clothes - it's about aesthetics, culture, and identity. Here are some key aspects of fashion:
1. **The Evolution of Fashion**: Fashion has a rich and varied history, with roots in ancient civilizations such as Egypt, Greece, and Rome. As cultures and societies have evolved, so too has fashion, reflecting the values, beliefs, and aspirations of each era.
2. **The Art of Fashion Design**: Fashion design is a unique blend of art, science, and technology. Fashion designers use a range of skills and techniques to create garments that are both beautiful and functional, often pushing the boundaries of creativity and innovation."
1,5,"great.  i'm in deep shit now.  just checked the bstats page, letting me know about my site's hits.  someone (please, please God.  don't let it have been her) searched for my cool lit teacher.  i won't even say her name in case it comes up again for others' searches.  yikes.  i blew it - i removed that post, but i forgot to'republish entire site' to get it off the server.  fucking fool.  oh well.  i suppose i'd tell it to her face if she wasn't married and my grade wasn't still in question.  after all, she is incredibly intelligent and super adorable.  i've never been good at keeping those opinions to myself, voicing them only to folks in private."
1,6,"Ugh, fashion is like, soooo overrated.  I mean, seriously, who cares about the history of fashion?  Like, ancient Egypt and Greece and Rome, big deal.  And don't even get me started on fashion design.  It's all just a bunch of pretty clothes and accessories, right?  I mean, who needs to know about the science and technology behind it?  Just give me the latest trends and let's be done with it.  And, honestly, who cares if the clothes are beautiful or not?  It's all just a bunch of superficial nonsense.  I mean, I'd rather be out, like, doing something actually meaningful, you know?"
1,7,"Ugh, fashion.  So, like, it's a thing that people do, right?  It's like, a bunch of stuff that's pretty and whatever.  So, like, here's some history and some other stuff about it:
1. **Fashion History**:  Like, ancient Egypt and Greece and Rome had clothes and stuff.  And then, like, it evolved and was influenced by all sorts of crap.  Like, who cares, right?  It's just clothes.
2. **Fashion Design**:  So, like, people make clothes and stuff.  They're all, ""Oh, I'm a fashion designer, I'm so cool.""  And then they make some pretty clothes and people buy them and stuff.  Whatever."
1,8,"Hey, babe! So, you wanna know about fashion? Well, let me tell you, it's all about expressing yourself and being confident in what you're wearing. Fashion is like, a way to show the world who you are and what you're all about. It's not just about clothes, it's about attitude, style, and being true to yourself."
1,9,urlLink 'Fashion is hard.'  Hilarious. :)  (via  urlLink Firda / urlLink Nikolai )
1,10,"I've spent my whole life studying the art of fashion. The threads of history weave together in a tapestry of style, a dance of aesthetics and cultural expression. I've watched the stars spin overhead, and I've learned to wait for the perfect moment to strike. Waiting, for the perfect outfit. Waiting, for the perfect look."
1,11,"So, like, fashion is a thing, right?  I mean, it's not just about wearing clothes, it's about expressing yourself and stuff.  I'm not really sure how it all started, but I know it's been around for like, forever.  My friend's sister is a fashion designer or something, and she's always talking about how she's going to make this really cool dress with, like, intricate details and stuff.  I don't really get it, but I guess it's cool if you're into that sort of thing."
1,12,"Ugh, fashion. I mean, what even is it? It's like, a bunch of people trying to make a statement with their clothes, but honestly, most of the time it just looks like they're trying too hard. I mean, have you seen some of the outfits people wear? Like, who thought it was a good idea to wear plaid with polka dots? It's just crazy. Anyway, I was reading this thing about the history of fashion, and it's actually kinda interesting. Apparently, people have been dressing themselves up for thousands of years, and it's been influenced by all sorts of stuff, like culture, social status, and even war. And then there's fashion design, which is like, a whole other thing. I mean, some people are actually good at it, but most of the time it just looks like they threw a bunch of random stuff together and hoped for the best."
1,13,"Hey Jen, did you know that fashion is a big deal?  I was wondering if you could tell me more about it."
1,14,"I'm still trying to wrap my head around the concept of fashion.  It's like, this thing that's been around for thousands of years, but it's also super fleeting and ephemeral.  I mean, have you ever noticed how quickly trends come and go?  One day it's all about skinny jeans, and the next day it's all about oversized sweatpants.  And don't even get me started on the history of fashion.  I mean, I know it's all about ancient civilizations and stuff, but it's hard to wrap my head around it all.  I guess what I'm trying to say is that fashion is like this weird, complicated thing that's both beautiful and boring at the same time. "
1,15,"Fashion: the ultimate symbol of our times.  I mean, who doesn't love a good pair of jeans or a fancy dress?  But let's get real, fashion is so much more than just a bunch of clothes.  It's a way of life, a way of expressing ourselves, our values, and our personalities.  And let's not forget, fashion has a rich history, dating back to ancient civilizations like Egypt and Greece.  I mean, can you imagine wearing a toga to the mall?  But seriously, fashion is all about self-expression, and it's not just about what you wear, but how you wear it.  So, what's your take on fashion?  Do you think it's a way to show off your personality, or is it just a bunch of hype?  Let's get the conversation started!"
1,16,"so, like, fashion is pretty cool, right? i mean, it's all about expressing yourself and stuff. here's the deal, fashion is like, super old, and it's been influenced by all sorts of things, like, ancient civilizations and stuff."
1,17,"Fashion is a broad term that encompasses various aspects of style, aesthetics, and cultural expression. Here are some key aspects of fashion:
1. **History of Fashion**: Fashion has a rich history that spans thousands of years, with evidence of clothing and textiles dating back to ancient civilizations such as Egypt, Greece, and Rome. Over time, fashion has evolved and been influenced by various cultural, social, and economic factors.
2. **Fashion Design**: Fashion design involves creating clothing and accessories that are aesthetically pleasing and functional. Fashion designers use a combination of art, science, and technology to create garments that are both beautiful and wearable."
1,18,"If you are interested in fashion, you may be aware that it is a broad term that encompasses various aspects of style, aesthetics, and cultural expression. Here are some key aspects of fashion:
1. **History of Fashion**: Fashion has a rich history that spans thousands of years, with evidence of clothing and textiles dating back to ancient civilizations such as Egypt, Greece, and Rome. Over time, fashion has evolved and been influenced by various cultural, social, and economic factors.
2. **Fashion Design**: Fashion design involves creating clothing and accessories that are aesthetically pleasing and functional. Fashion designers use a combination of art, science, and technology to create garments that are both beautiful and wearable."
1,19,"omg u no wut fashion is? its like, super old and stuff. like, ancient egypt and greece and rome and all that. and its all about lookin good and expressin urself and all that jazz."
2,0,"Ugh, TV is so lame right now.  I mean, all the shows are just the same old stuff.  I'm looking for something that will blow my mind and make me think.  Have you heard of any new shows that are actually good?  I'm talking about something that will make me feel something, you know?  Not that reality TV crap or those boring procedurals.  I need something that will make me think, make me feel, and maybe even inspire me to create something of my own.  I've been listening to podcasts and reading books, but I need something that will engage me on a deeper level.  Like, you know, something that will make me go ""wow""."
2,1,"omg u guys, tv is literally soooo booooring rn...all the shows r just the same old crap. i need something that's gonna blow my mind, you know?  i'm talkin' shows that are gonna make me think, make me feel, and maybe even inspire me to create somethin' of my own.  i'm so over reality tv and procedurals...i need somethin' that's gonna challenge me, you feel?  have u guys heard of any new shows that are, like, actually good?"
2,2,"Ugh, TV is so lame these days. I mean, every show is just a rehash of the same tired formula. I'm sick of it. I need something that will blow my mind and make me think. Have you heard of any new shows that are actually worth watching? I'm talking about something that will make me feel something, you know? Not just some shallow reality crap or a formulaic procedural. I'm looking for something that will make me think, make me feel, and maybe even inspire me to create something of my own. I've been listening to podcasts and reading books, but I need something that will engage me on a deeper level. I'm talking about a show that will challenge me, not just numb me."
2,3,"Ugh, TV is so lame. I mean, all the shows are just the same old crap. I'm looking for something that'll blow my mind, you know? Something that'll make me think, make me feel, and maybe even get me to create something of my own. I've been listening to podcasts and reading books, but I need something that'll make me feel like I'm actually experiencing something, you know?"
2,4,"I'm fed up with the monotony of modern television. All the shows are just rehashed versions of the same tired formulas. I need something that will challenge my mind, spark my creativity, and maybe even inspire me to create something original. Have you come across any new shows that might fit the bill?"
2,5,"omg u guys, tv is soooo booooring rn. i mean, every show is just the same old formulaic crap. i need something that will blow my mind and make me wanna create something of my own. has anyone seen anything new that's actually good? like, not just some lame reality show or a boring procedural. i'm so over that stuff."
2,6,"hey guys, so like, tv is soooo lame rn. all the shows are just the same old crap. i'm lookin for somethin that'll blow my mind, you know? somethin that'll make me think, feel, and maybe even get me to make somethin of my own. i've been listenin to podcasts and readin books, but i need somethin visual, you feel?"
2,7,"Ugh, TV is so lame. I mean, all the shows are just the same old crap. I'm looking for something that'll blow my mind, you know? Something that'll make me think, make me feel, and maybe even inspire me to create something of my own. I've been listening to podcasts and reading books, but I need something that'll make me feel something, you know? Like, I don't want to just sit there and watch some boring show. I want to be challenged, I want to be inspired."
2,8,"Ugh, TV is so lame right now. All the shows are just the same old crap. I need something that's gonna blow my mind, you know? Something that's gonna make me think, feel, and maybe even get me all inspired to make something of my own. I'm so over reality TV and those stupid procedurals. I've been listening to podcasts and reading books, but I need something that's gonna make me feel something, you know?"
2,9,"Ugh, TV is soooo booooring.  I mean, all the shows are just the same old crap.  I'm looking for something that will make me think, you know?  Like, something that will make me go ""hmm, I never thought of that before"" or something.  I don't wanna watch some boring old show where everyone just talks and talks and talks.  I want something that will make me feel stuff.  Like, you know, something that will make me cry or laugh or something.  I'm soooo sick of all the same old shows.  I need something new.  I need something that will make me feel alive."
2,10,"Ugh, TV is so lame right now.  I mean, all the shows are just the same old crap.  I'm looking for something that will blow my mind, you know?  I'm talking about something that's gonna make me think, make me feel, and maybe even inspire me to create something of my own.  I've been listening to podcasts and reading books, but I need something that's gonna make me feel alive, you know?  I'm talking about a show that's gonna make me laugh, make me cry, and maybe even make me wanna be a better person.  I'm looking for something that's gonna challenge my mind and spark my creativity.  I've heard that some of the new shows on HBO are pretty cool, but I don't know if they're really for me.  I'm gonna have to check them out and see what they're all about."
2,11,"omg u guys i just watched the most boring tv show ever. i mean, all the shows are just the same old thing. i'm so over it. i need something that will blow my mind. has anyone seen any good shows lately? i'm so sick of reality tv and all that formulaic crap. i'm looking for something that will make me think, make me feel, and maybe even inspire me to create something of my own. lol, i'm so over this."
2,12,"OMG, you guys! I am SOOOO done with TV. It's like, every show is just the same old crap. I need something that's gonna blow my mind, you know? I'm talking about something that's gonna make me think, make me feel, and maybe even inspire me to create something of my own. I've been listening to podcasts and reading books, but I need something that's gonna make me feel alive, you know? Has anyone heard of any new shows that are gonna change my life?"
2,13,"OMG u guys!!  I'm soooo boooored with TV rn.  I mean, all the shows r soooo lame.  I'm looking for something that will blow my mind, you know?  I need something that will make me think, make me feel, and maybe even inspire me to create something of my own.  I'm soooo over reality TV and procedurals.  I need something that will challenge me, you know?  I've been listening to podcasts and reading books, but I need something that will make me feel something, you know?  I'm thinking of watching The Daily Show or something.  I'll post later, maybe."
2,14,"I'm so over TV right now.  All the shows are just the same old crap.  I mean, I've seen it all before.  I'm looking for something that will blow my mind, you know?  Something that will make me think, make me feel, and maybe even inspire me to create something of my own.  I'm talking about something that's gonna make me go ""WOW"".  I've been listening to podcasts and reading books, but I need something that's gonna make me feel alive, you know?  I'm talking about something that's gonna make me wanna get up and do something, not just sit there and watch TV.  I'd love to know what you guys are watching and what you think of it.  Is there anything out there that's gonna make me feel like I'm a part of something bigger than myself?"
2,15,"The tedium of television has become a crushing weight, a suffocating blanket that smothers the senses. The formulaic drivel that passes for entertainment is an affront to the very concept of art. I yearn for something that will shatter the complacency, something that will challenge the status quo and ignite the creative spark within. Have you heard of any new shows that might be the catalyst for this revolution? Anything that will shatter the monotony and inspire the imagination?"
2,16,"so like, tv is literally so lame right now. all the shows are just the same old crap. i'm trying to find something that will actually make me think, you know? something that will challenge me and maybe even get me to create something of my own. i've been listening to podcasts and reading books, but i need something that will actually blow my mind, you know? like, something that will make me feel something, not just watch some boring people do stuff."
2,17,"The television landscape has become increasingly stale, with a proliferation of formulaic programming that fails to challenge or inspire. In an era of heightened expectations, it is disheartening to find that so many shows rely on tired tropes and predictable plotlines. The proliferation of reality TV and procedural dramas has led to a dearth of innovative programming."
2,18,The television has become a dull and uninspiring medium.  I am seeking something that will challenge my intellect and spark my imagination.  I am drawn to the works of  urlLink  and  urlLink  which offer thought-provoking and emotionally resonant content.  I am particularly interested in  urlLink  which explores the intersection of art and technology.  I have been exploring  urlLink  and  urlLink  but I am looking for a visual medium that will engage me on a deeper level.
2,19,"Ugh, tv is so lame.  I mean, all the shows are just the same old crap.  I'm lookin 4 somethin that will blow my mind, somethin that will make me think, feel, and maybe even inspire me to make somethin of my own.  I've been listenin to podcasts and readin books, but I need somethin that will make me feel somethin.  I'm talkin about somethin that will make me wanna scream, cry, laugh, or get all teary-eyed.  I'm talkin about somethin that will make me wanna create somethin of my own.  I'm talkin about somethin that will make me wanna rage against the machine.  I'm talkin about somethin that will make me wanna make some noise.  I'm talkin about somethin that will make me wanna make some art.  I'm talkin about somethin that will make me wanna make some music.  I'm talkin about somethin that will make me wanna make some noise.  I'm talkin about somethin that will make me wanna make some art.  I'm talkin about so"
3,0,"Gaming is dead, long live gaming!  I mean, seriously, it's been around for like, ever, and it's still kicking.  I'm pretty sure my grandma still plays Solitaire on her phone, and that's not even a thing anymore.  But, hey, the internet has made it super easy to find other people who are into the same stuff, so that's a plus.  And, let's be real, gaming has become a major player in the entertainment industry, with all the games being turned into movies and TV shows.  I mean, who doesn't love a good video game adaptation?  It's like, the ultimate form of nostalgia, right?  Anyway, gaming is still alive and well, and I'm not sure why anyone would say it's dead.  I guess that's just a bunch of haters.  But, hey, if you're into gaming, then you're part of a special club, and that's something to be proud of.  So, go ahead and keep on gaming, and don't let anyone tell you that it's dead.  Unless, of course, you're my grandma, and you're still playing Solitaire on your phone.  In that case, keep o"
3,1,"Ugh, gaming is soooo dead.  like, seriously, who even cares anymore?  its been around for like, forever, and its still super lame.  people are still playing it, but like, who?  its not like its popular or anything.  online gaming is just a bunch of noobs playing together and screaming at each other.  and dont even get me started on the movies and tv shows.  like, who thought that was a good idea?  gaming is soooo over.  long live...  um, whatever.  gaming is dead.  long live...  nothing.  because gaming is literally the worst.  i mean, who needs that kind of stress and anxiety in their life?  not me, that's for sure.  i'm outta here.  gaming is soooo dead.  long live...  my bed.  because thats where i'm going to go now.  zzz..."
3,2,"Gaming is dead, long live gaming!
The gaming industry has been kicking it old school for decades, and it's still bringing the heat. In fact, it's more lit than ever, with millions of people around the world getting their game on and playing games on various platforms.
The rise of online gaming has made it easier for people to connect with others who are low-key obsessed with the same stuff, creating a sense of squad and vibes that's hard to find in other forms of entertainment.
Gaming has also become a major player in the entertainment industry, with many games being released as flicks or shows."
3,3,"Gaming is dead, long live gaming! The gaming industry has been around for decades, and it's still going strong, defying the naysayers who claim it's a dying breed. In fact, it's more popular than ever, with millions of people around the world playing games on various platforms, from the comfort of their own homes to the thrill of live events. The rise of online gaming has made it easier for people to connect with others who share similar interests, creating a sense of community and camaraderie that's hard to find in other forms of entertainment. Gaming has also become a major player in the entertainment industry, with many games being released as movies or TV shows, and its influence can be seen in everything from music to fashion."
3,4,"Gaming is dead, long live gaming!  The gaming industry has been around for decades, and it's still kicking.  In fact, it's more popular than ever, with millions of people around the world playing games on various platforms.  The rise of online gaming has made it easier for people to connect with others who share similar interests, creating a sense of community and camaraderie that's hard to find in other forms of entertainment.  Gaming has also become a major player in the entertainment industry, with many games being released as movies or TV shows."
3,5,"gaming is literally dying.  i mean, have you seen the state of the gaming community lately?  all these toxic people and the constant drama.  and don't even get me started on the games themselves.  they're all just the same old thing.  i'm so over it."
3,6,"omg u guys gaming is literally dead lol.  i know its been around for like forever but its still super popular.  like millions of ppl play games online and stuff.  its so cool cuz u can meet ppl who like the same games as u.  and its not just for kids anymore, its a big deal in the entertainment industry.  like movies and tv shows are based on games now.  i dont know why u guys are still playing, but i guess its just really fun."
3,7,"Ugh, gaming is dead.  I mean, it's not like it's still alive or anything.  I'm just saying, it's not as good as it used to be.  I mean, I used to play all the time, but now it's just so... lame.  I don't know, maybe I'm just getting old.  Anyway, I guess the industry is still around or whatever.  I mean, I've seen some movies and TV shows based on games, but that's about it.  I don't really care about that stuff.  Oh well, I guess gaming is just not for me anymore.  Whatever."
3,8,"Gaming is dead, long live gaming!  I'm tellin' ya, it's still killin' it.  Like, have you seen the numbers?  Millions of people are still playin' games, and it's gettin' bigger every year.  And don't even get me started on online gaming - it's like, the best way to meet new people who are into the same stuff as you.  It's like, you're part of a crew, you know?  And gaming's not just some lame hobby, it's a major player in the entertainment industry now.  I mean, have you seen the movies and TV shows based on games?  It's like, gaming's the real deal, man."
3,9,"OMG, gaming is literally DEAD!!! lol, just kidding, it's actually SUPER ALIVE!!! I mean, have you seen the numbers? Millions of ppl play games 24/7!!!"
3,10,"Gaming is dead, long live gaming!  lol  its like, the gaming industry has been around for like, forever, right?  and its still kickin, bro.  millions of peeps are out there playin games on their computers, consoles, and phones.  and the internet has made it way easier for peeps to connect with each other and stuff.  its like, a whole community of gamers, man.  and gaming is like, a major player in the entertainment industry now, with movies and TV shows and all that jazz.  its pretty cool, if you ask me."
3,11,"Gaming is dead, long live gaming!  I mean, I know some people are saying it's dead, but I don't think that's true.  I've been playing games for years and I still love it.  I mean, have you seen the new games that just came out?  They're so cool!  I just got a new game and I'm obsessed.  I've been playing it for like 5 hours a day.  My friends and I are all playing it together and it's so much fun.  We're all on the same team and we're trying to beat this one level that's been giving us trouble.  I'm determined to beat it and I'm not going to give up.  I'm going to keep playing until I do.  I'm so excited to see what happens next.  I'm also a little worried that I'm going to get addicted to it.  I don't want to be one of those people who can't stop playing games.  But for now, I'm just going to enjoy it and have fun.  I'm going to go play some more now."
3,12,"Gaming is dead, long live gaming!   My 1,000th hit is coming up, and I'm gonna be all like ""oh, cool"" and eat a pretzel.  I mean, seriously, gaming is still alive and kicking, and it's more popular than ever.  I'm not gonna lie, I'm a little bitter about it, but I guess it's cool that so many people are into it.  I mean, I've got a hit counter that's at 997, and I'm pretty sure I'm gonna hit 1,000 soon.  I'm not gonna get all teary-eyed about it, but I'll probably eat a pretzel to celebrate.  And unlike our President, I won't choke on it, I won't faint, and I won't bruise my face.  I'll just chew it and swallow it, and maybe wash it down with some root beer.  Wish me luck, I guess."
3,13,"OMG!!! Gamin is DEAD!!! Long live gamin!!! *squeeeeeeeeeeeals!* I'm soooo jealous of all you gamin geeks out there!!! I mean, seriously, how do you guys do it? You're always online, always playing, always having the best time EVER!!! I'm like, totally bored out of my mind, and I don't know how you guys manage to stay so entertained all the time!!! I mean, I love gamin, but I'm like, totally not good at it, and I get so frustrated when I lose, but you guys just keep on going and going and going!!! I need some gamin therapy, stat!!! Can someone please, please, PLEASE tell me how to get my gamin fix?!!! I'm soooo desperate for some gamin action!!!"
